日期,城市,空气指标,PM25
10日,黑河市,41,16
11日,黑河市,36,16
12日,黑河市,34,14
13日,黑河市,36,12
14日,黑河市,43,13
15日,黑河市,42,13
16日,黑河市,43,16
17日,黑河市,46,18
18日,黑河市,48,33
19日,黑河市,36,20
20日,黑河市,40,18
21日,黑河市,37,16
22日,黑河市,48,33
10日,绥化市,109,82
11日,绥化市,97,72
12日,绥化市,97,72
13日,绥化市,59,14
14日,绥化市,45,12
15日,绥化市,48,10
16日,绥化市,52,18
17日,绥化市,95,71
18日,绥化市,49,34
19日,绥化市,39,18
20日,绥化市,172,130
21日,绥化市,180,136
22日,绥化市,45,8
09日,绥化市,83,61
10日,大兴安岭地区,46,12
11日,大兴安岭地区,39,8
12日,大兴安岭地区,40,10
13日,大兴安岭地区,41,10
14日,大兴安岭地区,48,12
15日,大兴安岭地区,47,10
16日,大兴安岭地区,47,12
17日,大兴安岭地区,42,15
18日,大兴安岭地区,40,12
19日,大兴安岭地区,41,10
20日,大兴安岭地区,45,13
21日,大兴安岭地区,47,14
22日,大兴安岭地区,44,10
09日,大兴安岭地区,46,14
17日,上海市,80,34
18日,上海市,100,34
19日,上海市,75,30
20日,上海市,78,35
10日,上海市,84,59
11日,上海市,68,45
12日,上海市,92,33
13日,上海市,91,26
14日,上海市,75,25
15日,上海市,89,23
16日,上海市,118,29
21日,上海市,59,27
22日,上海市,60,43
09日,上海市,127,55
09日,南京市,97,50
10日,南京市,97,43
11日,南京市,85,46
12日,南京市,170,63
13日,南京市,95,30
14日,南京市,71,25
15日,南京市,80,21
17日,南京市,90,31
18日,南京市,113,36
19日,南京市,108,50
20日,南京市,97,26
21日,南京市,53,34
22日,南京市,70,38
16日,南京市,79,23
09日,无锡市,132,51
10日,无锡市,125,64
11日,无锡市,90,44
12日,无锡市,142,47
13日,无锡市,95,27
14日,无锡市,76,25
17日,无锡市,77,25
18日,无锡市,133,35
19日,无锡市,121,44
20日,无锡市,91,27
21日,无锡市,53,36
22日,无锡市,68,33
15日,无锡市,94,20
16日,无锡市,102,22
09日,徐州市,90,54
17日,徐州市,90,45
18日,徐州市,100,60
19日,徐州市,84,47
20日,徐州市,91,37
21日,徐州市,43,29
22日,徐州市,83,46
10日,徐州市,103,56
11日,徐州市,64,38
12日,徐州市,167,52
13日,徐州市,87,28
14日,徐州市,67,21
15日,徐州市,85,24
16日,徐州市,94,30
17日,常州市,89,32
18日,常州市,144,39
09日,常州市,130,57
10日,常州市,116,76
11日,常州市,93,50
12日,常州市,131,54
13日,常州市,92,28
14日,常州市,74,24
15日,常州市,89,23
16日,常州市,97,29
19日,常州市,129,48
20日,常州市,85,28
21日,常州市,74,37
22日,常州市,74,35
10日,苏州市,111,62
11日,苏州市,104,45
12日,苏州市,120,40
13日,苏州市,89,28
09日,苏州市,126,53
17日,苏州市,67,31
18日,苏州市,120,37
19日,苏州市,111,48
20日,苏州市,86,28
21日,苏州市,55,39
22日,苏州市,60,34
14日,苏州市,80,30
15日,苏州市,85,23
16日,苏州市,98,28
09日,南通市,109,72
10日,南通市,93,44
11日,南通市,63,44
12日,南通市,107,34
13日,南通市,92,24
14日,南通市,67,17
15日,南通市,90,24
16日,南通市,100,25
17日,南通市,75,29
18日,南通市,137,33
19日,南通市,79,29
20日,南通市,66,17
21日,南通市,50,22
22日,南通市,72,27
10日,连云港市,80,36
11日,连云港市,65,39
12日,连云港市,90,29
13日,连云港市,60,14
14日,连云港市,64,17
15日,连云港市,79,20
16日,连云港市,104,22
17日,连云港市,86,40
18日,连云港市,81,52
19日,连云港市,79,48
20日,连云港市,70,30
21日,连云港市,56,18
22日,连云港市,80,35
09日,连云港市,79,39
17日,淮安市,90,34
18日,淮安市,90,59
19日,淮安市,94,70
09日,淮安市,89,63
10日,淮安市,78,46
11日,淮安市,97,72
12日,淮安市,156,49
13日,淮安市,77,28
14日,淮安市,65,24
15日,淮安市,72,24
16日,淮安市,91,26
20日,淮安市,71,32
21日,淮安市,54,37
22日,淮安市,76,38
10日,盐城市,78,34
11日,盐城市,68,47
12日,盐城市,94,46
09日,盐城市,105,60
17日,盐城市,111,34
18日,盐城市,108,51
19日,盐城市,84,47
20日,盐城市,71,21
21日,盐城市,75,26
22日,盐城市,77,22
13日,盐城市,76,22
14日,盐城市,70,21
15日,盐城市,83,22
16日,盐城市,109,31
09日,扬州市,107,71
17日,扬州市,109,38
18日,扬州市,143,47
19日,扬州市,109,57
20日,扬州市,80,27
21日,扬州市,70,47
22日,扬州市,75,31
10日,扬州市,110,63
11日,扬州市,104,78
12日,扬州市,170,55
13日,扬州市,100,33
14日,扬州市,66,22
15日,扬州市,93,26
16日,扬州市,97,26
10日,镇江市,110,72
11日,镇江市,100,75
12日,镇江市,148,68
13日,镇江市,103,34
17日,镇江市,100,35
18日,镇江市,131,43
19日,镇江市,111,60
09日,镇江市,103,77
14日,镇江市,69,26
15日,镇江市,80,23
16日,镇江市,90,25
20日,镇江市,82,30
21日,镇江市,73,53
22日,镇江市,70,46
09日,泰州市,105,63
17日,泰州市,100,34
18日,泰州市,157,45
19日,泰州市,98,52
20日,泰州市,70,24
21日,泰州市,65,42
22日,泰州市,75,31
10日,泰州市,92,49
11日,泰州市,93,69
12日,泰州市,120,56
13日,泰州市,85,25
14日,泰州市,68,18
15日,泰州市,91,23
16日,泰州市,92,28
09日,宿迁市,89,57
17日,宿迁市,86,43
18日,宿迁市,94,58
19日,宿迁市,93,62
20日,宿迁市,80,34
21日,宿迁市,49,34
22日,宿迁市,80,44
10日,宿迁市,82,47
11日,宿迁市,85,49
12日,宿迁市,129,40
13日,宿迁市,81,30
14日,宿迁市,70,21
15日,宿迁市,75,24
16日,宿迁市,100,25
17日,杭州市,57,29
18日,杭州市,115,39
19日,杭州市,72,51
20日,杭州市,137,51
21日,杭州市,52,34
22日,杭州市,45,21
09日,杭州市,110,45
10日,杭州市,84,38
11日,杭州市,106,39
12日,杭州市,121,49
13日,杭州市,79,25
14日,杭州市,85,31
15日,杭州市,88,22
16日,杭州市,80,24
10日,宁波市,96,23
17日,宁波市,59,27
18日,宁波市,82,28
19日,宁波市,47,20
20日,宁波市,104,32
21日,宁波市,58,20
22日,宁波市,46,20
11日,宁波市,89,24
12日,宁波市,131,46
13日,宁波市,98,30
14日,宁波市,83,32
15日,宁波市,100,22
16日,宁波市,96,24
09日,宁波市,102,29
17日,温州市,84,52
18日,温州市,81,35
19日,温州市,47,25
20日,温州市,74,37
10日,温州市,95,30
11日,温州市,75,30
12日,温州市,52,32
13日,温州市,88,34
14日,温州市,90,40
15日,温州市,99,30
16日,温州市,84,31
09日,温州市,75,41
21日,温州市,78,34
22日,温州市,50,28
09日,嘉兴市,113,43
10日,嘉兴市,121,44
11日,嘉兴市,134,42
12日,嘉兴市,125,46
13日,嘉兴市,95,31
14日,嘉兴市,82,32
15日,嘉兴市,85,24
16日,嘉兴市,100,30
17日,嘉兴市,64,36
18日,嘉兴市,120,34
19日,嘉兴市,93,42
20日,嘉兴市,108,34
21日,嘉兴市,60,24
22日,嘉兴市,55,24
17日,湖州市,60,30
18日,湖州市,135,42
09日,湖州市,129,49
10日,湖州市,120,49
11日,湖州市,120,47
12日,湖州市,152,54
13日,湖州市,84,28
14日,湖州市,81,30
15日,湖州市,84,24
16日,湖州市,80,28
19日,湖州市,126,66
20日,湖州市,130,50
21日,湖州市,59,42
22日,湖州市,78,32
17日,衢州市,59,34
18日,衢州市,79,36
19日,衢州市,54,35
20日,衢州市,85,40
21日,衢州市,70,51
22日,衢州市,37,9
09日,衢州市,77,44
10日,衢州市,79,25
11日,衢州市,80,29
12日,衢州市,103,48
13日,衢州市,154,63
14日,衢州市,97,38
15日,衢州市,78,23
16日,衢州市,59,23
17日,舟山市,66,29
18日,舟山市,59,18
19日,舟山市,36,11
20日,舟山市,76,21
10日,舟山市,74,29
11日,舟山市,70,17
12日,舟山市,95,34
13日,舟山市,102,25
14日,舟山市,76,26
15日,舟山市,84,21
16日,舟山市,82,20
09日,舟山市,51,16
21日,舟山市,56,11
22日,舟山市,44,25
17日,台州市,66,36
18日,台州市,74,33
19日,台州市,47,16
09日,台州市,83,34
10日,台州市,90,26
11日,台州市,82,26
12日,台州市,65,27
13日,台州市,98,27
14日,台州市,91,34
15日,台州市,102,24
16日,台州市,82,28
20日,台州市,95,34
21日,台州市,80,25
22日,台州市,55,18
10日,丽水市,87,20
11日,丽水市,89,20
12日,丽水市,65,28
13日,丽水市,99,32
14日,丽水市,77,27
17日,丽水市,53,31
18日,丽水市,89,31
19日,丽水市,46,26
20日,丽水市,66,21
21日,丽水市,46,23
22日,丽水市,34,6
09日,丽水市,82,38
15日,丽水市,79,20
16日,丽水市,80,23
17日,绍兴市,56,35
18日,绍兴市,113,42
19日,绍兴市,62,38
20日,绍兴市,140,56
21日,绍兴市,71,31
22日,绍兴市,50,26
09日,绍兴市,118,44
10日,绍兴市,94,35
11日,绍兴市,106,34
12日,绍兴市,125,54
13日,绍兴市,92,29
14日,绍兴市,89,34
15日,绍兴市,90,22
16日,绍兴市,88,25
17日,金华市,62,37
18日,金华市,80,35
09日,金华市,89,50
10日,金华市,89,31
11日,金华市,99,29
12日,金华市,94,44
13日,金华市,151,57
14日,金华市,93,40
15日,金华市,85,27
16日,金华市,87,31
19日,金华市,68,47
20日,金华市,119,48
21日,金华市,63,39
22日,金华市,39,21
09日,合肥市,102,42
10日,合肥市,74,37
11日,合肥市,69,32
12日,合肥市,137,52
13日,合肥市,86,27
14日,合肥市,75,27
15日,合肥市,76,21
17日,合肥市,90,38
18日,合肥市,106,38
19日,合肥市,93,46
20日,合肥市,116,36
21日,合肥市,53,30
22日,合肥市,68,49
16日,合肥市,90,25
10日,芜湖市,73,38
17日,芜湖市,83,38
18日,芜湖市,114,41
09日,芜湖市,113,43
19日,芜湖市,92,56
20日,芜湖市,117,30
21日,芜湖市,55,23
22日,芜湖市,61,34
11日,芜湖市,85,42
12日,芜湖市,232,67
13日,芜湖市,114,50
14日,芜湖市,92,42
15日,芜湖市,77,31
16日,芜湖市,74,25
17日,蚌埠市,103,39
18日,蚌埠市,118,45
19日,蚌埠市,96,55
20日,蚌埠市,84,29
21日,蚌埠市,56,36
22日,蚌埠市,75,52
09日,蚌埠市,94,60
10日,蚌埠市,102,76
11日,蚌埠市,73,51
12日,蚌埠市,222,66
13日,蚌埠市,105,39
14日,蚌埠市,66,21
15日,蚌埠市,77,22
16日,蚌埠市,92,27
10日,淮南市,103,66
11日,淮南市,80,56
12日,淮南市,377,70
13日,淮南市,117,40
14日,淮南市,68,23
15日,淮南市,75,20
16日,淮南市,86,27
17日,淮南市,97,41
18日,淮南市,110,46
19日,淮南市,79,49
20日,淮南市,85,30
21日,淮南市,55,39
22日,淮南市,78,57
09日,淮南市,93,60
10日,马鞍山市,82,43
11日,马鞍山市,81,47
12日,马鞍山市,206,72
13日,马鞍山市,109,52
14日,马鞍山市,79,40
15日,马鞍山市,79,29
16日,马鞍山市,80,24
09日,马鞍山市,104,44
17日,马鞍山市,90,38
18日,马鞍山市,116,44
19日,马鞍山市,120,68
20日,马鞍山市,104,28
21日,马鞍山市,54,38
22日,马鞍山市,76,45
17日,淮北市,90,49
18日,淮北市,114,53
19日,淮北市,75,41
09日,淮北市,87,59
20日,淮北市,86,30
21日,淮北市,46,29
22日,淮北市,79,38
10日,淮北市,104,61
11日,淮北市,65,38
12日,淮北市,186,60
13日,淮北市,87,36
14日,淮北市,69,27
15日,淮北市,88,36
16日,淮北市,95,34
10日,铜陵市,68,34
11日,铜陵市,67,34
12日,铜陵市,185,62
13日,铜陵市,118,42
09日,铜陵市,95,40
14日,铜陵市,90,38
15日,铜陵市,71,22
16日,铜陵市,58,25
17日,铜陵市,70,34
18日,铜陵市,95,39
19日,铜陵市,85,46
20日,铜陵市,115,40
21日,铜陵市,62,34
22日,铜陵市,65,35
17日,安庆市,80,36
18日,安庆市,79,38
19日,安庆市,87,55
20日,安庆市,130,43
21日,安庆市,51,19
22日,安庆市,47,32
09日,安庆市,99,40
10日,安庆市,81,37
11日,安庆市,69,30
12日,安庆市,174,58
13日,安庆市,120,44
14日,安庆市,99,42
15日,安庆市,80,20
16日,安庆市,65,23
10日,黄山市,70,26
11日,黄山市,64,23
12日,黄山市,139,95
13日,黄山市,105,48
14日,黄山市,96,46
15日,黄山市,72,20
16日,黄山市,71,21
09日,黄山市,80,32
17日,黄山市,75,29
18日,黄山市,73,31
19日,黄山市,57,30
20日,黄山市,87,38
21日,黄山市,43,24
22日,黄山市,35,9
10日,滁州市,104,60
11日,滁州市,87,56
12日,滁州市,183,68
13日,滁州市,86,32
14日,滁州市,71,25
15日,滁州市,85,26
16日,滁州市,99,28
09日,滁州市,95,59
17日,滁州市,102,38
18日,滁州市,132,42
19日,滁州市,108,62
20日,滁州市,108,34
21日,滁州市,63,45
22日,滁州市,81,52
09日,阜阳市,82,54
17日,阜阳市,101,41
18日,阜阳市,111,44
19日,阜阳市,67,25
20日,阜阳市,96,30
21日,阜阳市,57,36
22日,阜阳市,73,35
10日,阜阳市,98,53
11日,阜阳市,71,46
12日,阜阳市,219,51
13日,阜阳市,113,42
14日,阜阳市,70,21
15日,阜阳市,80,19
16日,阜阳市,96,28
17日,宿州市,94,40
18日,宿州市,111,49
19日,宿州市,90,42
20日,宿州市,85,35
21日,宿州市,46,25
22日,宿州市,78,41
09日,宿州市,80,56
10日,宿州市,99,65
11日,宿州市,70,44
12日,宿州市,225,62
13日,宿州市,91,28
14日,宿州市,72,21
15日,宿州市,87,21
16日,宿州市,100,24
10日,六安市,79,34
11日,六安市,58,30
17日,六安市,84,37
18日,六安市,85,36
19日,六安市,75,38
20日,六安市,115,46
21日,六安市,67,27
22日,六安市,82,60
09日,六安市,85,40
12日,六安市,190,63
13日,六安市,97,32
14日,六安市,79,31
15日,六安市,75,16
16日,六安市,75,24
09日,亳州市,94,70
10日,亳州市,101,75
11日,亳州市,64,44
12日,亳州市,340,60
13日,亳州市,88,21
14日,亳州市,72,11
15日,亳州市,83,13
16日,亳州市,90,22
17日,亳州市,89,38
18日,亳州市,118,39
19日,亳州市,65,16
20日,亳州市,92,25
21日,亳州市,45,24
22日,亳州市,76,33
10日,池州市,84,31
11日,池州市,73,31
09日,池州市,102,37
12日,池州市,157,61
13日,池州市,116,48
14日,池州市,96,46
15日,池州市,81,18
16日,池州市,70,21
17日,池州市,85,34
18日,池州市,91,37
19日,池州市,85,47
20日,池州市,121,42
21日,池州市,50,24
22日,池州市,44,26
09日,宣城市,120,38
10日,宣城市,91,34
11日,宣城市,89,36
12日,宣城市,175,64
13日,宣城市,86,33
14日,宣城市,86,41
15日,宣城市,77,24
16日,宣城市,70,23
17日,宣城市,75,33
18日,宣城市,113,38
19日,宣城市,104,52
20日,宣城市,122,40
21日,宣城市,51,28
22日,宣城市,40,28
17日,福州市,82,33
18日,福州市,79,32
10日,福州市,71,28
11日,福州市,85,31
12日,福州市,43,24
13日,福州市,109,42
14日,福州市,96,46
15日,福州市,100,34
19日,福州市,52,36
20日,福州市,45,10
21日,福州市,78,36
22日,福州市,69,37
09日,福州市,86,46
16日,福州市,105,28
09日,厦门市,60,36
10日,厦门市,76,27
11日,厦门市,72,25
12日,厦门市,25,13
13日,厦门市,107,42
14日,厦门市,86,38
15日,厦门市,99,37
16日,厦门市,98,29
17日,厦门市,60,21
18日,厦门市,57,23
19日,厦门市,51,23
20日,厦门市,35,24
21日,厦门市,36,19
22日,厦门市,44,20
17日,莆田市,68,28
18日,莆田市,70,30
19日,莆田市,54,30
20日,莆田市,43,17
21日,莆田市,67,30
22日,莆田市,49,31
10日,莆田市,69,39
11日,莆田市,84,37
12日,莆田市,36,16
13日,莆田市,110,50
14日,莆田市,103,51
15日,莆田市,100,35
16日,莆田市,120,34
09日,莆田市,90,52
09日,三明市,70,51
10日,三明市,55,20
11日,三明市,58,35
12日,三明市,86,37
13日,三明市,100,41
14日,三明市,84,43
15日,三明市,75,34
16日,三明市,81,32
17日,三明市,68,37
18日,三明市,70,36
19日,三明市,41,26
20日,三明市,32,20
21日,三明市,41,23
22日,三明市,43,21
17日,泉州市,63,24
18日,泉州市,72,26
19日,泉州市,51,25
10日,泉州市,75,37
11日,泉州市,79,29
12日,泉州市,31,16
13日,泉州市,119,48
09日,泉州市,84,46
20日,泉州市,49,34
21日,泉州市,58,25
22日,泉州市,45,26
14日,泉州市,95,43
15日,泉州市,102,37
16日,泉州市,126,33
10日,漳州市,59,35
11日,漳州市,60,33
12日,漳州市,53,29
13日,漳州市,123,58
17日,漳州市,65,30
18日,漳州市,74,29
19日,漳州市,52,29
20日,漳州市,50,34
21日,漳州市,50,35
22日,漳州市,55,28
14日,漳州市,85,47
15日,漳州市,97,48
16日,漳州市,94,39
09日,漳州市,90,67
17日,南平市,60,37
18日,南平市,70,33
19日,南平市,48,33
20日,南平市,32,14
21日,南平市,37,23
22日,南平市,40,20
09日,南平市,59,40
10日,南平市,52,16
11日,南平市,48,24
12日,南平市,56,25
13日,南平市,93,34
14日,南平市,83,37
15日,南平市,79,29
16日,南平市,90,33
10日,龙岩市,62,18
11日,龙岩市,44,26
12日,龙岩市,75,29
13日,龙岩市,96,34
14日,龙岩市,81,33
15日,龙岩市,84,33
16日,龙岩市,90,31
09日,龙岩市,60,38
17日,龙岩市,70,26
18日,龙岩市,54,24
19日,龙岩市,29,19
20日,龙岩市,24,14
21日,龙岩市,39,17
22日,龙岩市,41,21
10日,宁德市,65,24
11日,宁德市,79,29
09日,宁德市,80,36
12日,宁德市,50,35
13日,宁德市,109,38
14日,宁德市,79,40
15日,宁德市,100,32
16日,宁德市,92,30
17日,宁德市,75,46
18日,宁德市,99,48
19日,宁德市,64,46
20日,宁德市,35,18
21日,宁德市,66,46
22日,宁德市,84,44
17日,南昌市,78,39
18日,南昌市,94,38
19日,南昌市,42,20
20日,南昌市,54,25
21日,南昌市,47,13
22日,南昌市,46,17
10日,南昌市,83,30
11日,南昌市,62,30
12日,南昌市,209,75
13日,南昌市,192,76
14日,南昌市,134,57
15日,南昌市,92,25
16日,南昌市,66,37
09日,南昌市,76,52
10日,景德镇市,80,28
11日,景德镇市,64,25
12日,景德镇市,158,61
13日,景德镇市,143,52
14日,景德镇市,99,36
17日,景德镇市,75,30
18日,景德镇市,74,28
19日,景德镇市,46,22
20日,景德镇市,50,20
21日,景德镇市,37,19
22日,景德镇市,32,10
15日,景德镇市,84,19
16日,景德镇市,60,24
09日,景德镇市,94,44
17日,萍乡市,67,44
18日,萍乡市,78,40
19日,萍乡市,41,16
20日,萍乡市,45,20
09日,萍乡市,63,45
10日,萍乡市,66,38
11日,萍乡市,54,38
12日,萍乡市,269,95
13日,萍乡市,195,89
14日,萍乡市,127,65
15日,萍乡市,87,35
16日,萍乡市,63,34
21日,萍乡市,40,20
22日,萍乡市,35,24
10日,九江市,90,38
11日,九江市,66,28
12日,九江市,199,65
13日,九江市,109,40
14日,九江市,112,42
15日,九江市,93,20
16日,九江市,60,28
17日,九江市,87,37
18日,九江市,85,34
19日,九江市,73,48
20日,九江市,59,41
21日,九江市,37,18
22日,九江市,45,31
09日,九江市,97,48
17日,新余市,75,41
18日,新余市,79,32
19日,新余市,44,10
20日,新余市,50,13
21日,新余市,41,20
22日,新余市,41,10
09日,新余市,61,41
10日,新余市,65,32
11日,新余市,65,29
12日,新余市,151,62
13日,新余市,154,62
14日,新余市,104,42
15日,新余市,82,24
16日,新余市,64,32
17日,鹰潭市,64,35
18日,鹰潭市,70,34
19日,鹰潭市,39,11
20日,鹰潭市,38,11
21日,鹰潭市,39,14
22日,鹰潭市,37,12
09日,鹰潭市,58,38
10日,鹰潭市,80,29
11日,鹰潭市,50,26
12日,鹰潭市,160,55
13日,鹰潭市,138,37
14日,鹰潭市,123,39
15日,鹰潭市,83,23
16日,鹰潭市,58,26
10日,赣州市,75,35
11日,赣州市,47,30
12日,赣州市,97,34
13日,赣州市,178,64
14日,赣州市,117,50
15日,赣州市,75,31
16日,赣州市,90,27
09日,赣州市,60,42
17日,赣州市,67,25
18日,赣州市,55,22
19日,赣州市,43,11
20日,赣州市,37,12
21日,赣州市,32,18
22日,赣州市,38,18
17日,吉安市,67,31
18日,吉安市,79,29
10日,吉安市,62,41
11日,吉安市,57,32
12日,吉安市,130,52
13日,吉安市,160,58
09日,吉安市,62,44
14日,吉安市,113,45
15日,吉安市,91,30
16日,吉安市,76,26
19日,吉安市,48,13
20日,吉安市,43,15
21日,吉安市,40,18
22日,吉安市,39,12
09日,宜春市,54,34
17日,宜春市,66,35
18日,宜春市,77,31
19日,宜春市,48,11
20日,宜春市,48,16
21日,宜春市,44,18
22日,宜春市,35,12
10日,宜春市,62,31
11日,宜春市,58,33
12日,宜春市,203,84
13日,宜春市,178,66
14日,宜春市,120,48
15日,宜春市,78,23
16日,宜春市,57,26
09日,抚州市,56,36
17日,抚州市,63,28
18日,抚州市,62,26
19日,抚州市,34,17
20日,抚州市,34,10
21日,抚州市,35,11
22日,抚州市,38,9
10日,抚州市,49,19
11日,抚州市,41,20
12日,抚州市,152,55
13日,抚州市,156,50
14日,抚州市,111,42
15日,抚州市,73,25
16日,抚州市,53,20
10日,上饶市,85,30
11日,上饶市,70,26
12日,上饶市,106,46
17日,上饶市,55,27
18日,上饶市,76,30
19日,上饶市,37,18
20日,上饶市,49,18
21日,上饶市,41,17
22日,上饶市,45,8
09日,上饶市,75,39
13日,上饶市,133,50
14日,上饶市,89,35
15日,上饶市,84,28
16日,上饶市,55,23
17日,济南市,140,64
18日,济南市,81,32
19日,济南市,61,23
20日,济南市,112,31
21日,济南市,80,28
22日,济南市,72,41
09日,济南市,86,40
10日,济南市,95,40
11日,济南市,93,39
12日,济南市,185,49
13日,济南市,58,13
14日,济南市,75,20
15日,济南市,79,20
16日,济南市,105,39
17日,青岛市,99,48
18日,青岛市,70,40
19日,青岛市,61,31
20日,青岛市,58,28
10日,青岛市,77,37
11日,青岛市,63,24
12日,青岛市,103,20
13日,青岛市,54,9
14日,青岛市,58,14
15日,青岛市,64,20
16日,青岛市,95,28
21日,青岛市,47,20
22日,青岛市,61,19
09日,青岛市,70,23
17日,淄博市,116,62
18日,淄博市,64,32
19日,淄博市,76,27
20日,淄博市,100,33
21日,淄博市,85,30
22日,淄博市,72,52
09日,淄博市,77,42
10日,淄博市,90,47
11日,淄博市,96,38
12日,淄博市,138,37
13日,淄博市,53,11
14日,淄博市,72,17
15日,淄博市,75,20
16日,淄博市,102,36
10日,枣庄市,102,55
11日,枣庄市,72,41
12日,枣庄市,142,40
13日,枣庄市,78,21
14日,枣庄市,72,22
17日,枣庄市,87,45
18日,枣庄市,100,58
19日,枣庄市,81,40
20日,枣庄市,107,40
21日,枣庄市,48,31
22日,枣庄市,91,42
09日,枣庄市,88,47
15日,枣庄市,89,24
16日,枣庄市,95,29
09日,东营市,81,22
17日,东营市,108,53
18日,东营市,49,15
19日,东营市,74,9
20日,东营市,80,21
21日,东营市,89,29
22日,东营市,52,25
10日,东营市,91,31
11日,东营市,97,36
12日,东营市,168,37
13日,东营市,59,13
14日,东营市,71,12
15日,东营市,75,18
16日,东营市,94,35
10日,烟台市,75,33
11日,烟台市,75,19
12日,烟台市,83,20
13日,烟台市,72,12
14日,烟台市,44,9
09日,烟台市,50,17
17日,烟台市,81,46
18日,烟台市,46,21
19日,烟台市,51,24
20日,烟台市,65,38
21日,烟台市,62,12
15日,烟台市,79,26
16日,烟台市,84,38
22日,烟台市,57,19
09日,潍坊市,89,27
17日,潍坊市,123,59
18日,潍坊市,69,32
19日,潍坊市,71,18
20日,潍坊市,91,26
